"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1670","subscription footer confirms a successful subscription on the live site @ui","","2026-04-14","passed","2026-04-14","","ui/products.spec.ts","",""
"","384","hard assertion failure throws immediately @ui","","2026-04-14","passed","2026-04-14","","framework/assertions.spec.ts","",""
"","249","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-04-14","passed","2026-04-14","","framework/assertions.spec.ts","",""
"","230","logger fixture resets history between tests @ui","","2026-04-14","passed","2026-04-14","","framework/fixture.spec.ts","",""
"","1671","brand filter uses the sidebar component and shows Polo products @ui","","2026-04-14","passed","2026-04-14","","ui/products.spec.ts","",""
"","3990","product details page exposes structured product information @ui","","2026-04-14","passed","2026-04-14","","ui/products.spec.ts","",""
"","2848","home page opens the live automationexercise site and navigates to products @ui","","2026-04-14","passed","2026-04-14","","ui/home.spec.ts","",""
"","356","worker-scoped fixture server serves mounted HTML @ui","","2026-04-14","passed","2026-04-14","","framework/fixture.spec.ts","",""
"","2465","products search narrows the catalog on automationexercise @ui","","2026-04-14","passed","2026-04-14","","ui/products.spec.ts","",""
"","354","assertion helpers resolve against the live DOM in hard mode @ui","","2026-04-14","passed","2026-04-14","","framework/assertions.spec.ts","",""
"","699","softGroup keeps executing after a failing assertion @ui","","2026-04-14","passed","2026-04-14","","framework/assertions.spec.ts","",""
