"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","582","softGroup keeps executing after a failing assertion @ui","","2026-06-10","passed","2026-06-10","","unit/assertions.spec.ts","",""
"","8803","products search narrows the catalog on automationexercise @ui","","2026-06-10","passed","2026-06-10","","ui/products.spec.ts","",""
"","17729","new user can create an account and sign in with it @ui","","2026-06-10","passed","2026-06-10","","ui/account.spec.ts","",""
"","2716","home page opens the live automationexercise site and navigates to products @ui","","2026-06-10","passed","2026-06-10","","ui/home.spec.ts","",""
"","6344","subscription footer confirms a successful subscription on the live site @ui","","2026-06-10","passed","2026-06-10","","ui/products.spec.ts","",""
"","267","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-06-10","passed","2026-06-10","","unit/assertions.spec.ts","",""
"","1714","brand filter uses the sidebar component and shows Polo products @ui","","2026-06-10","passed","2026-06-10","","ui/products.spec.ts","",""
"","250","assertion helpers resolve against the live DOM in hard mode @ui","","2026-06-10","passed","2026-06-10","","unit/assertions.spec.ts","",""
"","1545","product details page exposes structured product information @ui","","2026-06-10","passed","2026-06-10","","ui/products.spec.ts","",""
"","18633","user created via API can log in and is visible in the UI @e2e @ui","","2026-06-10","passed","2026-06-10","","ui/account-hybrid.spec.ts","",""
"","203","logger fixture resets history between tests @ui","","2026-06-10","passed","2026-06-10","","unit/fixture.spec.ts","",""
"","351","hard assertion failure throws immediately @ui","","2026-06-10","passed","2026-06-10","","unit/assertions.spec.ts","",""
"","180","worker-scoped fixture server serves mounted HTML @ui","","2026-06-10","passed","2026-06-10","","unit/fixture.spec.ts","",""
