"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12477","new user can create an account and sign in with it @ui","","2026-07-14","failed","2026-07-14","","ui/account.spec.ts","",""
"","404","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-07-14","passed","2026-07-14","","unit/assertions.spec.ts","",""
"","1894","brand filter uses the sidebar component and shows Polo products @ui","","2026-07-14","passed","2026-07-14","","ui/products.spec.ts","",""
"","2493","product details page exposes structured product information @ui","","2026-07-14","passed","2026-07-14","","ui/products.spec.ts","",""
"","4652","home page opens the live automationexercise site and navigates to products @ui","","2026-07-14","passed","2026-07-14","","ui/home.spec.ts","",""
"","380","worker-scoped fixture server serves mounted HTML @ui","","2026-07-14","passed","2026-07-14","","unit/fixture.spec.ts","",""
"","2271","subscription footer confirms a successful subscription on the live site @ui","","2026-07-14","passed","2026-07-14","","ui/products.spec.ts","",""
"","329","logger fixture resets history between tests @ui","","2026-07-14","passed","2026-07-14","","unit/fixture.spec.ts","",""
"","497","assertion helpers resolve against the live DOM in hard mode @ui","","2026-07-14","passed","2026-07-14","","unit/assertions.spec.ts","",""
"","2154","products search narrows the catalog on automationexercise @ui","","2026-07-14","passed","2026-07-14","","ui/products.spec.ts","",""
"","501","hard assertion failure throws immediately @ui","","2026-07-14","passed","2026-07-14","","unit/assertions.spec.ts","",""
"","745","softGroup keeps executing after a failing assertion @ui","","2026-07-14","passed","2026-07-14","","unit/assertions.spec.ts","",""
"","5758","user created via API can log in and is visible in the UI @e2e @ui","","2026-07-14","passed","2026-07-14","","ui/account-hybrid.spec.ts","",""
