"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4758","product details page exposes structured product information @ui","","2026-05-20","passed","2026-05-20","","ui/products.spec.ts","",""
"","6771","user created via API can log in and is visible in the UI @e2e @ui","","2026-05-20","passed","2026-05-20","","ui/account-hybrid.spec.ts","",""
"","653","softGroup keeps executing after a failing assertion @ui","","2026-05-20","passed","2026-05-20","","unit/assertions.spec.ts","",""
"","2722","brand filter uses the sidebar component and shows Polo products @ui","","2026-05-20","passed","2026-05-20","","ui/products.spec.ts","",""
"","3569","subscription footer confirms a successful subscription on the live site @ui","","2026-05-20","passed","2026-05-20","","ui/products.spec.ts","",""
"","371","assertion helpers resolve against the live DOM in hard mode @ui","","2026-05-20","passed","2026-05-20","","unit/assertions.spec.ts","",""
"","4068","products search narrows the catalog on automationexercise @ui","","2026-05-20","passed","2026-05-20","","ui/products.spec.ts","",""
"","416","hard assertion failure throws immediately @ui","","2026-05-20","passed","2026-05-20","","unit/assertions.spec.ts","",""
"","257","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-05-20","passed","2026-05-20","","unit/assertions.spec.ts","",""
"","14345","new user can create an account and sign in with it @ui","","2026-05-20","passed","2026-05-20","","ui/account.spec.ts","",""
"","260","worker-scoped fixture server serves mounted HTML @ui","","2026-05-20","passed","2026-05-20","","unit/fixture.spec.ts","",""
"","289","logger fixture resets history between tests @ui","","2026-05-20","passed","2026-05-20","","unit/fixture.spec.ts","",""
"","3990","home page opens the live automationexercise site and navigates to products @ui","","2026-05-20","passed","2026-05-20","","ui/home.spec.ts","",""
