"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2067","brand filter uses the sidebar component and shows Polo products @ui","","2026-04-21","passed","2026-04-21","","ui/products.spec.ts","",""
"","237","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-04-21","passed","2026-04-21","","framework/assertions.spec.ts","",""
"","314","worker-scoped fixture server serves mounted HTML @ui","","2026-04-21","passed","2026-04-21","","framework/fixture.spec.ts","",""
"","351","assertion helpers resolve against the live DOM in hard mode @ui","","2026-04-21","passed","2026-04-21","","framework/assertions.spec.ts","",""
"","1776","product details page exposes structured product information @ui","","2026-04-21","passed","2026-04-21","","ui/products.spec.ts","",""
"","392","hard assertion failure throws immediately @ui","","2026-04-21","passed","2026-04-21","","framework/assertions.spec.ts","",""
"","4638","subscription footer confirms a successful subscription on the live site @ui","","2026-04-21","passed","2026-04-21","","ui/products.spec.ts","",""
"","2151","products search narrows the catalog on automationexercise @ui","","2026-04-21","passed","2026-04-21","","ui/products.spec.ts","",""
"","2490","home page opens the live automationexercise site and navigates to products @ui","","2026-04-21","passed","2026-04-21","","ui/home.spec.ts","",""
"","256","logger fixture resets history between tests @ui","","2026-04-21","passed","2026-04-21","","framework/fixture.spec.ts","",""
"","653","softGroup keeps executing after a failing assertion @ui","","2026-04-21","passed","2026-04-21","","framework/assertions.spec.ts","",""
